Date,Adj Close,Close,High,Low,Open,Volume
,META,META,META,META,META,META
2012-05-18,37.8972053527832,38.22999954223633,45.0,38.0,42.04999923706055,573576400
2012-05-21,33.733760833740234,34.029998779296875,36.65999984741211,33.0,36.529998779296875,168192700
2012-05-22,30.73014259338379,31.0,33.59000015258789,30.940000534057617,32.61000061035156,101786600
2012-05-23,31.721437454223633,32.0,32.5,31.360000610351562,31.3700008392334,73600000
2012-05-24,32.742469787597656,33.029998779296875,33.209999084472656,31.770000457763672,32.95000076293945,50237200
2012-05-25,31.632219314575195,31.90999984741211,32.95000076293945,31.110000610351562,32.900001525878906,37149800
2012-05-29,28.58894157409668,28.84000015258789,31.690000534057617,28.649999618530273,31.479999542236328,78063400
2012-05-30,27.94460105895996,28.190000534057617,29.549999237060547,27.860000610351562,28.700000762939453,57267900
2012-05-31,29.342327117919922,29.600000381469727,29.670000076293945,26.829999923706055,28.549999237060547,111639200
2012-06-01,27.47869300842285,27.719999313354492,29.149999618530273,27.389999389648438,28.889999389648438,41855500
2012-06-04,26.665830612182617,26.899999618530273,27.649999618530273,26.440000534057617,27.200000762939453,35230300
2012-06-05,25.644800186157227,25.8700008392334,27.760000228881836,25.75,26.700000762939453,42473400
2012-06-06,26.576616287231445,26.809999465942383,27.170000076293945,25.520000457763672,26.06999969482422,61489200
2012-06-07,26.080968856811523,26.309999465942383,27.350000381469727,26.149999618530273,27.0,26159500
2012-06-08,26.864093780517578,27.100000381469727,27.760000228881836,26.440000534057617,26.549999237060547,38034000
2012-06-11,26.774877548217773,27.010000228881836,28.06999969482422,26.84000015258789,27.18000030517578,28219600
2012-06-12,27.161479949951172,27.399999618530273,27.770000457763672,26.959999084472656,27.479999542236328,15816800
2012-06-13,27.032611846923828,27.270000457763672,28.100000381469727,27.100000381469727,27.65999984741211,17102800
2012-06-14,28.043731689453125,28.290000915527344,28.31999969482422,27.3799991607666,27.649999618530273,16855000
2012-06-15,29.748760223388672,30.010000228881836,30.100000381469727,28.350000381469727,28.510000228881836,43563800
2012-06-18,31.136571884155273,31.40999984741211,32.08000183105469,29.40999984741211,29.959999084472656,42978900
2012-06-19,31.632219314575195,31.90999984741211,32.18000030517578,30.700000762939453,31.540000915527344,30849000
2012-06-20,31.32491683959961,31.600000381469727,31.93000030517578,31.149999618530273,31.920000076293945,15553600
2012-06-21,31.562833786010742,31.84000015258789,32.5,31.510000228881836,31.670000076293945,21875300
2012-06-22,32.762290954589844,33.04999923706055,33.45000076293945,32.060001373291016,32.40999984741211,74834000
2012-06-25,31.780916213989258,32.060001373291016,33.02000045776367,31.549999237060547,32.86000061035156,24352900
2012-06-26,32.81185531616211,33.099998474121094,33.439998626708984,32.5,32.689998626708984,24858700
2012-06-27,31.949430465698242,32.22999954223633,32.900001525878906,31.899999618530273,32.459999084472656,28568000
2012-06-28,31.087005615234375,31.360000610351562,32.189998626708984,30.899999618530273,31.959999084472656,17713300
2012-06-29,30.829267501831055,31.100000381469727,31.989999771118164,30.760000228881836,31.920000076293945,19526900
2012-07-02,30.502145767211914,30.770000457763672,31.729999542236328,30.549999237060547,31.25,14122000
2012-07-03,30.92840003967285,31.200000762939453,31.440000534057617,30.799999237060547,30.90999984741211,8763600
2012-07-05,31.1960506439209,31.469999313354492,31.6299991607666,31.020000457763672,31.31999969482422,10032100
2012-07-06,31.453784942626953,31.729999542236328,31.899999618530273,31.260000228881836,31.440000534057617,10945600
2012-07-09,31.889955520629883,32.16999816894531,32.880001068115234,31.989999771118164,32.099998474121094,17785200
2012-07-10,31.1960506439209,31.469999313354492,32.47999954223633,31.15999984741211,32.43000030517578,14269500
2012-07-11,30.70039939880371,30.969999313354492,31.559999465942383,30.549999237060547,31.479999542236328,13030300
2012-07-12,30.541793823242188,30.809999465942383,31.399999618530273,30.600000381469727,30.700000762939453,11300700
2012-07-13,30.452577590942383,30.719999313354492,31.06999969482422,30.559999465942383,31.040000915527344,8108300
2012-07-16,28.004079818725586,28.25,30.5,28.209999084472656,30.5,24672100
2012-07-17,27.845474243164062,28.09000015258789,28.59000015258789,27.149999618530273,28.479999542236328,30438600
2012-07-18,28.856597900390625,29.110000610351562,29.290000915527344,28.149999618530273,28.309999465942383,16841800
2012-07-19,28.74755096435547,29.0,29.5,28.6299991607666,29.40999984741211,13685100
2012-07-20,28.5096435546875,28.760000228881836,29.469999313354492,28.719999313354492,29.0,11869100
2012-07-23,28.49972915649414,28.75,29.0,28.010000228881836,28.1200008392334,12390700
2012-07-24,28.202341079711914,28.450000762939453,29.450000762939453,28.100000381469727,28.81999969482422,11539800
2012-07-25,29.084590911865234,29.34000015258789,29.489999771118164,28.079999923706055,28.389999389648438,17230200
2012-07-26,26.616268157958984,26.850000381469727,28.229999542236328,26.729999542236328,27.75,64597400
2012-07-27,23.503602981567383,23.709999084472656,24.540000915527344,22.280000686645508,23.190000534057617,123102300
2012-07-30,22.948476791381836,23.149999618530273,24.040000915527344,23.030000686645508,24.0,29285900
2012-07-31,21.52100944519043,21.709999084472656,23.3700008392334,21.610000610351562,23.3700008392334,56179400
2012-08-01,20.6982364654541,20.8799991607666,21.579999923706055,20.84000015258789,21.5,44604400
2012-08-02,19.86555290222168,20.040000915527344,20.84000015258789,19.81999969482422,20.770000457763672,56374500
2012-08-03,20.906408309936523,21.09000015258789,22.15999984741211,19.899999618530273,20.360000610351562,80647000
2012-08-06,21.72918701171875,21.920000076293945,22.149999618530273,21.299999237060547,21.389999389648438,27778900
2012-08-07,20.539628982543945,20.719999313354492,22.450000762939453,20.5,22.200000762939453,36782900
2012-08-08,20.539628982543945,20.719999313354492,21.149999618530273,20.219999313354492,20.709999084472656,29537400
2012-08-09,20.827102661132812,21.010000228881836,21.170000076293945,20.610000610351562,20.75,15610700
2012-08-10,21.620140075683594,21.809999465942383,21.81999969482422,21.1299991607666,21.40999984741211,25794700
2012-08-13,21.411970138549805,21.600000381469727,22.450000762939453,21.399999618530273,22.149999618530273,24973100
2012-08-14,20.202590942382812,20.3799991607666,21.600000381469727,20.25,21.40999984741211,39308800
2012-08-15,21.015451431274414,21.200000762939453,21.40999984741211,20.399999618530273,20.639999389648438,47861100
2012-08-16,19.69702911376953,19.8700008392334,20.479999542236328,19.690000534057617,20.440000534057617,157565300
2012-08-17,18.88416862487793,19.049999237060547,20.079999923706055,19.0,20.010000228881836,129293400
2012-08-20,19.8358097076416,20.010000228881836,20.1299991607666,18.75,19.049999237060547,101186600
2012-08-21,18.993209838867188,19.15999984741211,19.979999542236328,19.09000015258789,19.579999923706055,70640600
2012-08-22,19.27077293395996,19.440000534057617,19.530000686645508,18.959999084472656,19.360000610351562,49892200
2012-08-23,19.27077293395996,19.440000534057617,19.729999542236328,19.360000610351562,19.5,32813700
2012-08-24,19.241037368774414,19.40999984741211,19.68000030517578,19.25,19.520000457763672,29622200
2012-08-27,18.98329734802246,19.149999618530273,19.530000686645508,19.100000381469727,19.489999771118164,20704000
2012-08-28,19.17164421081543,19.34000015258789,19.3799991607666,18.950000762939453,19.100000381469727,25417000
2012-08-29,18.933732986450195,19.100000381469727,19.3799991607666,19.06999969482422,19.31999969482422,16124700
2012-08-30,18.92382049560547,19.09000015258789,19.450000762939453,19.059999465942383,19.270000457763672,30647500
2012-08-31,17.902786254882812,18.059999465942383,18.700000762939453,18.030000686645508,18.68000030517578,58764200
2012-09-04,17.57565689086914,17.729999542236328,18.270000457763672,17.549999237060547,18.079999923706055,46622400
2012-09-05,18.418256759643555,18.579999923706055,18.75,18.18000030517578,18.270000457763672,60781800
2012-09-06,18.794950485229492,18.959999084472656,19.260000228881836,18.719999313354492,18.739999771118164,46066500
2012-09-07,18.814777374267578,18.979999542236328,19.420000076293945,18.780000686645508,19.100000381469727,36371700
2012-09-10,18.646257400512695,18.809999465942383,19.200000762939453,18.549999237060547,19.059999465942383,24797800
2012-09-11,19.260862350463867,19.43000030517578,19.579999923706055,18.850000381469727,18.920000076293945,50508200
2012-09-12,20.747802734375,20.93000030517578,21.15999984741211,20.280000686645508,20.760000228881836,121584000
2012-09-13,20.52971839904785,20.709999084472656,21.479999542236328,20.610000610351562,20.959999084472656,65041600
2012-09-14,21.808488845825195,22.0,22.079999923706055,20.899999618530273,21.1299991607666,72819800
2012-09-17,21.332664489746094,21.520000457763672,22.75,21.5,22.670000076293945,50667600
2012-09-18,21.67962074279785,21.8700008392334,21.979999542236328,21.3700008392334,21.600000381469727,36760500
2012-09-19,23.08725929260254,23.290000915527344,23.3700008392334,21.770000457763672,21.989999771118164,78782800
2012-09-20,22.393352508544922,22.59000015258789,23.239999771118164,22.540000915527344,23.020000457763672,57248900
2012-09-21,22.661001205444336,22.860000610351562,23.239999771118164,22.600000381469727,22.969999313354492,51218100
2012-09-24,20.60902214050293,20.790000915527344,21.979999542236328,20.360000610351562,21.780000686645508,79106500
2012-09-25,20.103458404541016,20.280000686645508,21.209999084472656,20.219999313354492,21.200000762939453,46291700
2012-09-26,20.440500259399414,20.6200008392334,20.780000686645508,19.799999237060547,20.149999618530273,38271900
2012-09-27,20.143110275268555,20.31999969482422,21.0,20.15999984741211,20.989999771118164,30215900
2012-09-28,21.471445083618164,21.65999984741211,21.950000762939453,20.5,20.56999969482422,65486000
2012-10-01,21.798572540283203,21.989999771118164,22.59000015258789,21.729999542236328,22.079999923706055,51262700
2012-10-02,22.076139450073242,22.270000457763672,22.489999771118164,21.81999969482422,22.079999923706055,29341400
2012-10-03,21.639968872070312,21.829999923706055,22.489999771118164,21.799999237060547,22.299999237060547,32000100
2012-10-04,21.75892448425293,21.950000762939453,22.399999618530273,21.40999984741211,22.31999969482422,46892100
2012-10-05,20.727975845336914,20.90999984741211,21.6299991607666,20.8799991607666,21.489999771118164,40529300
2012-10-08,20.2224178314209,20.399999618530273,20.75,20.15999984741211,20.399999618530273,32236700
2012-10-09,20.05389404296875,20.229999542236328,20.549999237060547,19.969999313354492,20.389999389648438,27161800
2012-10-10,19.469030380249023,19.639999389648438,19.940000534057617,19.450000762939453,19.93000030517578,39321800
2012-10-11,19.57807159423828,19.75,19.959999084472656,19.610000610351562,19.8799991607666,21817300
2012-10-12,19.350074768066406,19.520000457763672,19.799999237060547,19.479999542236328,19.75,18809400
2012-10-15,19.350074768066406,19.520000457763672,19.8799991607666,19.489999771118164,19.68000030517578,20189700
2012-10-16,19.310420989990234,19.479999542236328,19.690000534057617,19.299999237060547,19.68000030517578,21834700
2012-10-17,19.706939697265625,19.8799991607666,20.479999542236328,19.3700008392334,19.5,44074500
2012-10-18,18.814777374267578,18.979999542236328,19.790000915527344,18.889999389648438,19.700000762939453,52157400
2012-10-19,18.83460235595703,19.0,19.059999465942383,18.799999237060547,19.0,34835000
2012-10-22,19.151823043823242,19.31999969482422,19.43000030517578,19.049999237060547,19.200000762939453,32447300
2012-10-23,19.330245971679688,19.5,19.799999237060547,19.100000381469727,19.25,78381200
2012-10-24,23.02777671813965,23.229999542236328,24.25,22.850000381469727,24.1299991607666,228949900
2012-10-25,22.363609313964844,22.559999465942383,23.309999465942383,22.469999313354492,23.290000915527344,76142000
2012-10-26,21.749011993408203,21.940000534057617,22.8799991607666,21.8799991607666,22.399999618530273,73175800
2012-10-31,20.926237106323242,21.110000610351562,21.5,20.729999542236328,20.81999969482422,99378200
2012-11-01,21.02536392211914,21.209999084472656,21.440000534057617,21.010000228881836,21.079999923706055,37713900
2012-11-02,20.995624542236328,21.18000030517578,21.690000534057617,21.06999969482422,21.260000228881836,38344400
2012-11-05,21.065013885498047,21.25,21.479999542236328,20.920000076293945,21.100000381469727,31806700
2012-11-06,20.985713958740234,21.170000076293945,21.3700008392334,20.989999771118164,21.239999771118164,29062700
2012-11-07,20.29180335998535,20.469999313354492,20.950000762939453,20.3700008392334,20.850000381469727,33396800
2012-11-08,19.81598663330078,19.989999771118164,20.729999542236328,19.979999542236328,20.520000457763672,34254600
2012-11-09,19.042774200439453,19.209999084472656,20.0,19.1299991607666,19.959999084472656,42295500
2012-11-12,19.895288467407227,20.06999969482422,20.170000076293945,18.8700008392334,19.149999618530273,67349200
2012-11-13,19.687118530273438,19.860000610351562,20.110000610351562,19.559999465942383,19.610000610351562,71775100
2012-11-14,22.165353775024414,22.360000610351562,22.5,19.93000030517578,20.100000381469727,229751000
2012-11-15,21.97701072692871,22.170000076293945,22.5,21.649999618530273,22.34000015258789,78857700
2012-11-16,23.354907989501953,23.559999465942383,23.93000030517578,22.18000030517578,22.25,107182200
2012-11-19,22.720478057861328,22.920000076293945,24.1200008392334,22.81999969482422,23.959999084472656,85021300
2012-11-20,22.898908615112305,23.100000381469727,23.899999618530273,22.700000762939453,22.729999542236328,46655300
2012-11-21,24.10828971862793,24.31999969482422,24.530000686645508,23.049999237060547,23.219999313354492,89862400
2012-11-23,23.791078567504883,24.0,24.68000030517578,23.8799991607666,24.579999923706055,29520900
2012-11-26,25.714191436767578,25.940000534057617,26.09000015258789,24.809999465942383,24.940000534057617,123865000
2012-11-27,25.922361373901367,26.149999618530273,26.5,25.459999084472656,26.040000915527344,85760600
2012-11-28,26.13053321838379,26.360000610351562,26.489999771118164,25.75,25.940000534057617,49205600
2012-11-29,27.082178115844727,27.31999969482422,27.520000457763672,26.15999984741211,26.5,88759700
2012-11-30,27.756254196166992,28.0,28.0,26.760000228881836,27.260000228881836,127049600
2012-12-03,26.804616928100586,27.040000915527344,28.8799991607666,26.979999542236328,28.0,123526100
2012-12-04,27.2209529876709,27.459999084472656,27.760000228881836,26.68000030517578,27.059999465942383,72869200
2012-12-05,27.468780517578125,27.709999084472656,27.899999618530273,27.260000228881836,27.75,58976300
2012-12-06,26.7352237701416,26.969999313354492,27.75,26.81999969482422,27.68000030517578,46001500
2012-12-07,27.25069808959961,27.489999771118164,27.780000686645508,26.84000015258789,27.06999969482422,51751900
2012-12-10,27.5976505279541,27.84000015258789,28.170000076293945,27.100000381469727,27.170000076293945,50608500
2012-12-11,27.736431121826172,27.979999542236328,28.239999771118164,27.65999984741211,28.06999969482422,77099100
2012-12-12,27.33991241455078,27.579999923706055,28.139999389648438,27.3700008392334,28.0,46704200
2012-12-13,27.994169235229492,28.239999771118164,28.75,27.43000030517578,27.59000015258789,81051600
2012-12-14,26.576616287231445,26.809999465942383,28.329999923706055,26.760000228881836,28.18000030517578,91631600
2012-12-17,26.51713752746582,26.75,27.0,26.31999969482422,26.770000457763672,57742500
2012-12-18,27.468780517578125,27.709999084472656,27.90999984741211,26.899999618530273,26.959999084472656,60512900
2012-12-19,27.1713924407959,27.40999984741211,28.219999313354492,26.950000762939453,27.829999923706055,61390300
2012-12-20,27.121828079223633,27.360000610351562,27.600000381469727,27.1299991607666,27.489999771118164,35574800
2012-12-21,26.03140640258789,26.260000228881836,27.010000228881836,26.1200008392334,26.65999984741211,54555200
2012-12-24,26.695573806762695,26.93000030517578,26.959999084472656,26.200000762939453,26.5,28230100
2012-12-26,26.279226303100586,26.510000228881836,27.18000030517578,26.3799991607666,27.030000686645508,33175400
2012-12-27,25.82322883605957,26.049999237060547,26.799999237060547,25.520000457763672,26.549999237060547,43481700
2012-12-28,25.684450149536133,25.90999984741211,26.110000610351562,25.149999618530273,25.479999542236328,56574800
2012-12-31,26.388273239135742,26.6200008392334,26.989999771118164,26.110000610351562,26.200000762939453,60374500
2013-01-02,27.756254196166992,28.0,28.18000030517578,27.420000076293945,27.440000534057617,69846400
2013-01-03,27.528257369995117,27.770000457763672,28.469999313354492,27.59000015258789,27.8799991607666,63140600
2013-01-04,28.5096435546875,28.760000228881836,28.93000030517578,27.829999923706055,28.010000228881836,72715400
2013-01-07,29.163898468017578,29.420000076293945,29.790000915527344,28.649999618530273,28.690000534057617,83781800
2013-01-08,28.807029724121094,29.059999465942383,29.600000381469727,28.860000610351562,29.510000228881836,45871300
2013-01-09,30.323711395263672,30.59000015258789,30.600000381469727,29.489999771118164,29.670000076293945,104787700
2013-01-10,31.027530670166016,31.299999237060547,31.450000762939453,30.280000686645508,30.600000381469727,95316400
2013-01-11,31.44387435913086,31.719999313354492,31.959999084472656,31.100000381469727,31.280000686645508,89598000
2013-01-14,30.68057632446289,30.950000762939453,32.209999084472656,30.6200008392334,32.08000183105469,98892800
2013-01-15,29.837976455688477,30.100000381469727,31.709999084472656,29.8799991607666,30.639999389648438,173242600
2013-01-16,29.59014892578125,29.850000381469727,30.350000381469727,29.530000686645508,30.209999084472656,75332700
2013-01-17,29.87763023376465,30.139999389648438,30.420000076293945,30.030000686645508,30.079999923706055,40256700
2013-01-18,29.401803970336914,29.65999984741211,30.440000534057617,29.270000457763672,30.309999465942383,49631500
2013-01-22,30.462491989135742,30.729999542236328,30.889999389648438,29.739999771118164,29.75,55243300
2013-01-23,30.551706314086914,30.81999969482422,31.5,30.799999237060547,31.100000381469727,48899800
2013-01-24,30.8094425201416,31.079999923706055,31.489999771118164,30.809999465942383,31.270000457763672,43845100
2013-01-25,31.26544189453125,31.540000915527344,31.93000030517578,31.1299991607666,31.40999984741211,54363600
2013-01-28,32.18734359741211,32.470001220703125,32.5099983215332,31.809999465942383,31.8799991607666,59682500
2013-01-29,30.52197265625,30.790000915527344,32.06999969482422,30.709999084472656,32.0,72976500
2013-01-30,30.968053817749023,31.239999771118164,31.489999771118164,30.8799991607666,30.979999542236328,87682100
2013-01-31,30.71031379699707,30.979999542236328,31.469999313354492,28.739999771118164,29.149999618530273,190744900
2013-02-01,29.4711971282959,29.729999542236328,31.020000457763672,29.6299991607666,31.010000228881836,85856700
2013-02-04,27.86530303955078,28.110000610351562,29.200000762939453,28.010000228881836,29.059999465942383,92362200
2013-02-05,28.390684127807617,28.639999389648438,28.959999084472656,28.040000915527344,28.260000228881836,47948200
2013-02-06,28.797115325927734,29.049999237060547,29.290000915527344,28.65999984741211,28.739999771118164,38375900
2013-02-07,28.40060043334961,28.649999618530273,29.149999618530273,28.270000457763672,29.110000610351562,34540100
2013-02-08,28.301467895507812,28.549999237060547,29.170000076293945,28.510000228881836,28.889999389648438,37708800
2013-02-11,28.013994216918945,28.260000228881836,28.68000030517578,28.040000915527344,28.610000610351562,37361800
2013-02-12,27.13174057006836,27.3700008392334,28.15999984741211,27.100000381469727,27.670000076293945,93498700
2013-02-13,27.667037963867188,27.90999984741211,28.31999969482422,27.309999465942383,27.360000610351562,50164000
2013-02-14,28.25190544128418,28.5,28.6299991607666,28.010000228881836,28.020000457763672,35615800
2013-02-15,28.073471069335938,28.31999969482422,28.75,28.09000015258789,28.520000457763672,33109300
2013-02-19,28.67816162109375,28.93000030517578,29.079999923706055,28.1200008392334,28.229999542236328,49396400
2013-02-20,28.212249755859375,28.459999084472656,29.049999237060547,28.329999923706055,28.920000076293945,42098200
2013-02-21,27.042522430419922,27.280000686645508,28.549999237060547,27.149999618530273,28.280000686645508,49642300
2013-02-22,26.893829345703125,27.1299991607666,27.6299991607666,26.81999969482422,27.6200008392334,36350200
2013-02-25,27.032611846923828,27.270000457763672,27.639999389648438,27.149999618530273,27.15999984741211,34652000
2013-02-26,27.151565551757812,27.389999389648438,27.459999084472656,26.700000762939453,27.360000610351562,31611700
2013-02-27,26.63609504699707,26.8700008392334,27.34000015258789,26.6299991607666,27.34000015258789,44319700
2013-02-28,27.012784957885742,27.25,27.299999237060547,26.34000015258789,26.84000015258789,83027800
2013-03-01,27.53817367553711,27.780000686645508,28.1200008392334,26.809999465942383,27.049999237060547,54064800
2013-03-04,27.47869300842285,27.719999313354492,28.059999465942383,27.440000534057617,27.760000228881836,32400700
2013-03-05,27.28043556213379,27.520000457763672,28.18000030517578,27.209999084472656,27.8799991607666,40622200
2013-03-06,27.211044311523438,27.450000762939453,28.1299991607666,27.350000381469727,28.100000381469727,33532600
2013-03-07,28.331207275390625,28.579999923706055,28.68000030517578,27.469999313354492,27.56999969482422,74540200
2013-03-08,27.71660041809082,27.959999084472656,28.469999313354492,27.729999542236328,28.43000030517578,44198900
2013-03-11,27.895038604736328,28.139999389648438,28.639999389648438,27.829999923706055,28.010000228881836,35642100
2013-03-12,27.587738037109375,27.829999923706055,28.31999969482422,27.600000381469727,28.100000381469727,27569600
2013-03-13,26.844266891479492,27.079999923706055,27.649999618530273,26.920000076293945,27.6200008392334,39619500
2013-03-14,26.804616928100586,27.040000915527344,27.43000030517578,26.829999923706055,27.100000381469727,27646400
2013-03-15,26.41800880432129,26.649999618530273,27.059999465942383,26.559999465942383,27.030000686645508,31597400
2013-03-18,26.259401321411133,26.489999771118164,26.790000915527344,25.780000686645508,26.3700008392334,26653700
2013-03-19,26.318876266479492,26.549999237060547,26.899999618530273,26.209999084472656,26.530000686645508,25254200
2013-03-20,25.634885787963867,25.860000610351562,26.690000534057617,25.780000686645508,26.68000030517578,44006500
2013-03-21,25.515928268432617,25.739999771118164,26.110000610351562,25.559999465942383,25.65999984741211,24336100
2013-03-22,25.50601577758789,25.729999542236328,26.010000228881836,25.6299991607666,25.799999237060547,18456300
2013-03-25,24.911237716674805,25.1299991607666,25.799999237060547,25.079999923706055,25.75,39199000
2013-03-26,24.990543365478516,25.209999084472656,25.479999542236328,25.030000686645508,25.079999923706055,26957200
2013-03-27,25.862884521484375,26.09000015258789,26.280000686645508,24.719999313354492,25.0,52297400
2013-03-28,25.357324600219727,25.579999923706055,26.170000076293945,25.520000457763672,26.09000015258789,28585700
2013-04-01,25.307756423950195,25.530000686645508,25.889999389648438,25.280000686645508,25.6299991607666,22249300
2013-04-02,25.198719024658203,25.420000076293945,26.1200008392334,25.299999237060547,25.770000457763672,35153300
2013-04-03,26.0214900970459,26.25,26.389999389648438,25.700000762939453,25.829999923706055,48195200
2013-04-04,26.834352493286133,27.06999969482422,27.229999542236328,26.110000610351562,26.6200008392334,82016800
2013-04-05,27.151565551757812,27.389999389648438,27.799999237060547,26.610000610351562,26.860000610351562,64566600
2013-04-08,26.616268157958984,26.850000381469727,27.200000762939453,26.6299991607666,27.190000534057617,27256000
2013-04-09,26.358530044555664,26.59000015258789,26.889999389648438,26.420000076293945,26.579999923706055,21311100
2013-04-10,27.329999923706055,27.56999969482422,27.84000015258789,26.899999618530273,27.010000228881836,45949400
2013-04-11,27.776081085205078,28.020000457763672,28.100000381469727,27.25,27.479999542236328,33368500
2013-04-12,27.161479949951172,27.399999618530273,28.0,27.239999771118164,28.0,28697400
2013-04-15,26.289138793945312,26.520000457763672,27.479999542236328,26.360000610351562,27.15999984741211,30275400
2013-04-16,26.68565559387207,26.920000076293945,27.110000610351562,26.399999618530273,26.809999465942383,27365900
2013-04-17,26.398181915283203,26.6299991607666,27.200000762939453,26.389999389648438,26.649999618530273,26440600
2013-04-18,25.466367721557617,25.690000534057617,26.81999969482422,25.149999618530273,26.81999969482422,39059000
2013-04-19,25.50601577758789,25.729999542236328,25.959999084472656,25.329999923706055,25.6200008392334,20380900
2013-04-22,25.743927001953125,25.969999313354492,26.360000610351562,25.700000762939453,25.809999465942383,25687600
2013-04-23,25.753841400146484,25.979999542236328,26.329999923706055,25.770000457763672,26.219999313354492,25191500
2013-04-24,25.882709503173828,26.110000610351562,26.399999618530273,25.799999237060547,25.93000030517578,19729900
2013-04-25,25.91244888305664,26.139999389648438,26.399999618530273,26.0,26.06999969482422,17150000
2013-04-26,26.616268157958984,26.850000381469727,27.6200008392334,26.600000381469727,26.600000381469727,33018000
2013-04-29,26.745136260986328,26.979999542236328,27.40999984741211,26.860000610351562,27.15999984741211,29201100
2013-04-30,27.528257369995117,27.770000457763672,27.850000381469727,27.010000228881836,27.1299991607666,36245700
2013-05-01,27.19121742248535,27.43000030517578,27.920000076293945,27.309999465942383,27.850000381469727,64567600
2013-05-02,28.717809677124023,28.969999313354492,29.020000457763672,27.979999542236328,28.010000228881836,104257000
2013-05-03,28.063556671142578,28.309999465942383,29.06999969482422,28.149999618530273,29.040000915527344,58506400
2013-05-06,27.329999923706055,27.56999969482422,28.459999084472656,27.479999542236328,28.329999923706055,43939400
2013-05-07,26.65591812133789,26.889999389648438,27.850000381469727,26.850000381469727,27.549999237060547,41259100
2013-05-08,26.88391876220703,27.1200008392334,27.299999237060547,26.649999618530273,26.8799991607666,34654900
2013-05-09,26.804616928100586,27.040000915527344,27.549999237060547,26.850000381469727,27.079999923706055,33457200
2013-05-10,26.447750091552734,26.68000030517578,27.299999237060547,26.56999969482422,27.139999389648438,30847100
2013-05-13,26.586530685424805,26.81999969482422,27.329999923706055,26.530000686645508,26.600000381469727,29068800
2013-05-14,26.834352493286133,27.06999969482422,27.280000686645508,26.81999969482422,26.889999389648438,24930300
2013-05-15,26.368446350097656,26.600000381469727,26.989999771118164,26.399999618530273,26.920000076293945,30299800
2013-05-16,25.90253257751465,26.1299991607666,26.549999237060547,25.899999618530273,26.479999542236328,35499100
2013-05-17,26.0214900970459,26.25,26.600000381469727,26.200000762939453,26.399999618530273,29462700
2013-05-20,25.535755157470703,25.760000228881836,26.190000534057617,25.690000534057617,26.18000030517578,42402900
2013-05-21,25.436626434326172,25.65999984741211,26.079999923706055,25.59000015258789,25.8700008392334,26261300
2013-05-22,24.94097900390625,25.15999984741211,25.850000381469727,24.920000076293945,25.649999618530273,45314500
2013-05-23,24.84185028076172,25.059999465942383,25.530000686645508,24.770000457763672,24.799999237060547,37663100
2013-05-24,24.098377227783203,24.309999465942383,24.969999313354492,24.079999923706055,24.969999313354492,58727900
2013-05-28,23.890209197998047,24.100000381469727,24.540000915527344,23.920000076293945,24.540000915527344,50079700
2013-05-29,23.116994857788086,23.31999969482422,23.809999465942383,23.260000228881836,23.790000915527344,64237800
